"","X","w1.date","treat","sex","age","educ","cauc","hisp","black","midEast","pacIsl","natAm","SAsian","EAsian","SEAsian","party","pDem","state","passCheck","videoContent","w1.totalQuestionnaireMin","w1.finishedQuestionnaire","onTaskMin","offTaskMin","w2.date","w2.totalQuestionnaireMin","w2.finishedQuestionnaire","leafyVeg_Freq","leafyVeg_Ounces","otherVeg_Freq","otherVeg_Ounces","fruit_Freq","fruit_Ounces","wholeGrain_Freq","wholeGrain_Ounces","legumes_Freq","legumes_Ounces","chicken_Freq","chicken_Ounces","turkey_Freq","turkey_Ounces","fish_Freq","fish_Ounces","pork_Freq","pork_Ounces","beef_Freq","beef_Ounces","otherMeat_Freq","otherMeat_Ounces","dairy_Freq","dairy_Ounces","eggs_Freq","eggs_Ounces","refined_Freq","refined_Ounces","beverages_Freq","beverages_Ounces","guessPurpose","guessPurpose2","covid","importHealth","importEnviro","importAnimals","X1_spec","X2_spec","X3_spec","X4_spec","X5_spec","X6_spec","X1_activ","X2_activ","X3_activ","X4_activ","X5_activ","X1_dom","X2_dom","X3_dom","X4_dom","X5_dom","X6_dom","X7_dom","X8_dom","ID","chicken","turkey","fish","pork","beef","otherMeat","dairy","eggs","refined","beverages","leafyVeg","otherVeg","fruit","wholeGrain","legumes","totalMeat","totalAnimProd","mainY","mainYFreqOnly","totalGood","spec","activ","dom","aware","female","young","party2","pDem2","collegeGrad","fuDays","numFoodFreqMissing","treat.pretty"
"571",571,2020-08-26,1,"a.Female",18,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.699132241158159,"California",FALSE,"Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,Exercising for even 10 minutes a day can improve health.",1372,TRUE,0.0962333333333333,20.95125,2020-09-07,249,TRUE,2,3.5,3.5,2,5.5,3.5,2,3.5,1,3.5,2,2,0,0,2,2,0,0,1,3.5,3.5,3.5,1,5,7,3.5,5.5,3.5,2,3.5,"d.vegetables","b.increase","f.somewhatMore",4,3,6,5,3,6,3,-6,7,5,4,3,5,6,7,6,-4,-2,5,1,-2,-7,"5f3e928969bf530d69cd1ade",4,0,4,0,3.5,12.25,5,24.5,19.25,7,7,7,19.25,7,3.5,23.75,29.5,53.25,16.5,43.75,0.94830476293899,0.320899552927314,1.53116993824489,FALSE,1,TRUE,"c.Democrat",6.99132241158159,TRUE,12,0,"Documentary"
"572",572,2020-08-26,1,"a.Female",33,"d.4yr",1,0,0,0,0,0,0,0,0,"Other/I don't know",0.86988530632694,"Maryland",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1349,TRUE,0.266633333333333,20.8759666666667,2020-09-07,521,TRUE,2,3.5,3.5,3.5,5.5,3.5,5.5,3.5,0,0,3.5,3.5,1,2,0,0,1,2,1,2,0,0,3.5,2,2,2,1,2,2,3.5,"a.totalCal","a.generalPatterns","c.slightlyLess",4,4,3,5,2,3,5,-2,5,1,2,4,5,5,3,2,-7,-6,4,2,-6,-7,"5f3ed5c238cf461818f961b0",12.25,2,0,2,2,0,7,4,2,7,7,12.25,19.25,19.25,0,18.25,11,29.25,12,57.75,0.94830476293899,-0.516991319158865,-0.322414182800594,FALSE,1,FALSE,"b.Neutral",8.6988530632694,TRUE,12,0,"Documentary"
"573",573,2020-08-26,0,"b.Male",18,"b.HS",0,0,0,0,0,0,0,1,0,"Democrat",0.699844236795384,"Washington",FALSE,"Exercising for even 10 minutes a day can improve health.",1382,TRUE,0.162583333333333,21.0235166666667,2020-09-07,305,TRUE,7,3.5,7,3.5,7,3.5,2,2,1,2,3.5,3.5,0,0,1,2,2,2,3.5,3.5,0,0,2,2,7,3.5,0,0,1,2,"a.totalCal","a.generalPatterns","b.somewhatLess",3,4,2,5,6,1,2,-5,6,5,5,7,2,3,1,1,-7,-7,3,2,-7,-7,"5f3f28926fa4352174cb8da4",12.25,0,2,4,12.25,0,4,24.5,0,2,24.5,24.5,24.5,4,2,30.5,28.5,59,19,79.5,0.539241435839556,0.181251074246285,-0.907756536814956,FALSE,0,TRUE,"c.Democrat",6.99844236795384,FALSE,12,0,"Control"
"574",574,2020-08-26,1,"a.Female",22,"d.4yr",0,0,0,0,0,0,0,1,0,"Independent",0.702528282776965,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1291,TRUE,11.3606333333333,9.07606666666667,2020-09-09,308,TRUE,14,2,5.5,2,2,3.5,7,3.5,2,3.5,2,3.5,0,0,2,3.5,3.5,3.5,3.5,2,0,0,1,3.5,3.5,3.5,0,0,3.5,5,"a.totalCal","a.generalPatterns","a.muchLess",2,1,1,5,5,3,3,-3,5,2,2,2,2,2,3,1,-5,-4,3,5,-3,-5,"5f3f3af9c3e7e32332c1ecf5",7,0,7,12.25,7,0,3.5,12.25,0,17.5,28,11,7,24.5,7,33.25,15.75,49,15.5,77.5,0.94830476293899,-1.49453066992607,0.653156407223343,FALSE,1,TRUE,"b.Neutral",7.02528282776965,TRUE,14,0,"Documentary"
"575",575,2020-08-26,1,"b.Male",35,"e.post",1,0,0,0,0,0,0,0,0,"Independent",0.644635779935391,"New York",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1746,TRUE,0.358166666666667,26.1163166666667,2020-09-07,622,TRUE,2,3.5,1,2,1,3.5,1,3.5,1,2,3.5,3.5,0,0,1,3.5,0,0,0,0,0,0,1,2,1,2,0,0,1,2,"a.totalCal","a.generalPatterns","c.slightlyLess",5,4,3,3,5,5,5,-5,5,5,5,5,2,5,5,5,-5,-6,2,2,-6,-6,"5f3f872e63762828003d69cf",12.25,0,3.5,0,0,0,2,2,0,2,7,2,3.5,3.5,2,15.75,4,19.75,6.5,18,0.94830476293899,0.181251074246285,0.262928171213768,FALSE,0,FALSE,"b.Neutral",6.44635779935391,TRUE,12,0,"Documentary"
"576",576,2020-08-26,1,"b.Male",35,"d.4yr",0,0,1,0,0,0,0,0,0,"Democrat",0.552958209772901,"Texas",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",4185,TRUE,0.59675,0.277916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f3f98a5de82ae0009cb36e8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"c.Democrat",5.52958209772901,TRUE,NA,8,"Documentary"
"577",577,2020-08-26,0,"a.Female",50,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.859495892119603,"New York",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,It is important to teach children good habits in terms of exercise.",1402,TRUE,0.348,20.8889,2020-09-07,471,TRUE,7,3.5,7,3.5,7,5,7,3.5,7,3.5,14,2,14,5,14,2,14,5,14,5,14,3.5,14,5,14,2,0,0,0,0,"a.totalCal","b.increase","g.muchMore",6,6,6,7,7,7,7,-7,6,6,7,7,7,7,7,7,-7,-7,7,6,-1,-7,"5f3f9c3f1103eb01247b9b7f",28,70,28,70,70,49,70,28,0,0,24.5,24.5,35,24.5,24.5,315,98,413,112,133,2.17549474423729,1.85703281841864,1.62872699724728,FALSE,1,FALSE,"a.Republican",8.59495892119603,TRUE,12,0,"Control"
"578",578,2020-08-26,1,"b.Male",24,"b.HS",1,0,0,0,0,0,0,0,0,"Independent",0.699132241158159,"California",FALSE,"Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.",1433,TRUE,0.437966666666667,21.89935,2020-09-07,494,TRUE,2,5,3.5,3.5,1,2,3.5,3.5,1,2,3.5,3.5,1,2,0,0,1,2,0,0,0,0,5.5,3.5,0,0,5.5,3.5,2,5,"d.vegetables","b.increase","d.noChange",5,6,4,2,3,1,2,-6,2,4,5,4,1,5,2,5,-7,-5,1,1,-7,-7,"5f3f9fd84d198a01f60aedcc",12.25,2,0,2,0,0,19.25,0,19.25,10,10,12.25,2,12.25,2,16.25,19.25,35.5,11,38.5,-0.960657430191702,-0.237694361796805,-0.517528300805381,FALSE,0,TRUE,"b.Neutral",6.99132241158159,FALSE,12,0,"Documentary"
"579",579,2020-08-26,0,"a.Female",20,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.401249889919596,"Oklahoma",FALSE,"Most Americans get less than the recommended amount of exercise.",1344,TRUE,14.8653333333333,5.9352,2020-09-07,604,TRUE,1,3.5,3.5,3.5,7,3.5,0,0,1,2,14,3.5,3.5,3.5,0,0,2,2,0,0,0,0,14,3.5,3.5,3.5,5.5,3.5,0,0,"g.meatAnimProd","a.generalPatterns","d.noChange",3,3,3,3,1,1,3,-6,5,2,4,7,6,6,1,1,-7,-7,1,1,-7,-7,"5f3fed51f83f230a5bddb85e",49,12.25,0,4,0,0,49,12.25,19.25,0,3.5,12.25,24.5,0,2,65.25,61.25,126.5,37,42.25,-0.551594103092268,0.600196510289374,-1.20042771382214,FALSE,1,TRUE,"c.Democrat",4.01249889919596,FALSE,12,0,"Control"
"580",580,2020-08-26,1,"b.Male",35,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.859495892119603,"New York",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",2332,TRUE,0.383883333333333,34.02545,2020-09-07,2938,TRUE,3.5,3.5,2,3.5,3.5,5,1,2,0,0,3.5,3.5,0,0,3.5,3.5,3.5,5,3.5,5,2,3.5,2,3.5,7,3.5,1,2,0,0,"g.meatAnimProd","b.increase","f.somewhatMore",6,3,3,4,5,5,5,-4,5,5,5,5,6,5,6,5,-4,-5,2,2,-5,-5,"5f400ee3595c1710bd0fe4f4",12.25,0,12.25,17.5,17.5,7,7,24.5,2,0,12.25,7,17.5,2,0,66.5,31.5,98,25,38.75,1.22101364767195,0.739844988970404,0.750713466225737,FALSE,0,FALSE,"a.Republican",8.59495892119603,TRUE,12,0,"Documentary"
"581",581,2020-08-26,1,"b.Male",37,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.859495892119603,"New York",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",1846,TRUE,0.291683333333333,22.5242666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f40158724613d114a2e9079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"a.Republican",8.59495892119603,TRUE,NA,8,"Documentary"
"582",582,2020-08-26,0,"b.Male",37,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.859495892119603,"New York",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",1392,TRUE,6.45281666666667,13.5978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f402fb34d60071522d3997f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"a.Republican",8.59495892119603,TRUE,NA,8,"Control"
"583",583,2020-08-26,1,"b.Male",35,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.466776030986557,"Florida",FALSE,"Regularly eating seafood is good for you.,It is important to teach children good habits in terms of exercise.",1727,TRUE,18.86935,5.12088333333333,2020-09-09,426,TRUE,14,5,7,3.5,7,3.5,5.5,3.5,14,3.5,14,5,3.5,3.5,7,3.5,5.5,3.5,5.5,3.5,5.5,5,5.5,3.5,7,3.5,5.5,5,3.5,5,"d.vegetables","b.increase","a.muchLess",6,6,6,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,-7,7,7,-7,-7,"5f4056632a352c18f5f842f3",70,12.25,24.5,19.25,19.25,27.5,19.25,24.5,27.5,17.5,70,24.5,24.5,19.25,49,172.75,43.75,216.5,53.5,187.25,2.31184918660377,1.99668129709967,1.14094170223531,FALSE,0,FALSE,"a.Republican",4.66776030986557,TRUE,14,0,"Documentary"
"584",584,2020-08-26,0,"b.Male",20,"c.2yr",1,0,0,0,0,0,0,0,0,"Other/I don't know",0.861218522251246,"California",FALSE,"It is important to teach children good habits in terms of exercise.",1560,TRUE,16.10645,4.53075,2020-09-07,443,TRUE,2,3.5,1,2,1,2,0,0,2,3.5,2,5,0,0,1,3.5,2,5,0,0,0,0,1,3.5,0,0,0,0,1,3.5,"a.totalCal","a.generalPatterns","a.muchLess",4,4,4,5,4,4,3,-5,5,4,6,6,3,3,4,3,-6,-4,5,5,-4,-4,"5f40f13477e59c0250cdbd0e",10,0,3.5,10,0,0,3.5,0,0,3.5,7,2,2,0,7,23.5,3.5,27,6,18,0.675595878206034,0.181251074246285,1.04338464323292,FALSE,0,TRUE,"b.Neutral",8.61218522251246,TRUE,12,0,"Control"
"585",585,2020-08-26,1,"b.Male",35,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.234804545239128,"Georgia",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1668,TRUE,0.681166666666667,21.0463166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f41024742b64f25e92a5f87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"c.Democrat",2.34804545239128,TRUE,NA,8,"Documentary"
"586",586,2020-08-26,1,"a.Female",30,"e.post",1,0,0,0,0,0,0,0,0,"Independent",0.859495892119603,"New York",FALSE,"The ways we raise animals for human consumption causes the animals to suffer.,Exercising for even 10 minutes a day can improve health.",1397,TRUE,3.06216666666667,17.03925,2020-09-07,545,TRUE,1,2,2,3.5,5.5,5,7,3.5,1,2,1,3.5,5.5,3.5,7,2,0,0,3.5,2,0,0,7,3.5,3.5,2,1,2,3.5,3.5,"a.totalCal","a.generalPatterns","b.somewhatLess",6,5,5,6,2,1,1,-6,1,5,6,7,4,7,4,4,-5,-3,4,4,-6,-6,"5f41279b0f8ab908208e5bdb",3.5,19.25,14,0,7,0,24.5,7,2,12.25,2,7,27.5,24.5,2,43.75,31.5,75.25,27.5,63,-0.824302987825224,1.15879042501349,0.750713466225737,FALSE,1,FALSE,"b.Neutral",8.59495892119603,TRUE,12,0,"Documentary"
"587",587,2020-08-26,1,"a.Female",30,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.489150916264998,"Ohio",FALSE,"Regularly eating seafood is good for you.,The ways we raise animals for human consumption causes the animals to suffer.,Exercising for even 10 minutes a day can improve health.",1341,TRUE,0.21885,21.0404,2020-09-07,704,TRUE,2,5,3.5,5,5.5,5,1,3.5,0,0,1,3.5,0,0,0,0,0,0,3.5,3.5,0,0,3.5,3.5,1,2,2,3.5,1,5,"a.totalCal","a.generalPatterns","c.slightlyLess",4,3,4,3,2,1,1,-5,1,5,4,7,5,6,2,1,-7,-7,1,2,-7,-7,"5f4143f294d6482bd9689da0",3.5,0,0,0,12.25,0,12.25,2,7,5,10,17.5,27.5,3.5,0,15.75,14.25,30,9,58.5,-1.09701187255818,0.879493467651434,-1.00531359581735,FALSE,1,FALSE,"c.Democrat",4.89150916264998,FALSE,12,0,"Documentary"
"588",588,2020-08-26,0,"a.Female",19,"a.subHS",1,0,0,0,0,0,0,0,0,"Democrat",0.548419770121692,"Wisconsin",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1498,TRUE,0.1755,20.6261166666667,2020-09-07,769,TRUE,2,5,1,2,1,3.5,1,2,0,0,3.5,5,0,0,1,5,0,0,1,5,0,0,2,2,0,0,1,2,14,5,"c.fat","a.generalPatterns","e.slightlyMore",3,3,3,4,2,3,2,-6,4,2,1,6,2,2,1,1,-7,-7,1,1,-7,-7,"5f4181c03229373368ea4b25",17.5,0,5,0,5,0,4,0,2,70,10,2,3.5,2,0,27.5,4,31.5,7.5,17.5,-0.278885218359312,-1.07558523388298,-1.20042771382214,FALSE,1,TRUE,"c.Democrat",5.48419770121692,FALSE,12,0,"Control"
"589",589,2020-08-26,1,"a.Female",20,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.450306505206227,"Illinois",FALSE,"Regularly eating seafood is good for you.,The ways we raise animals for human consumption causes the animals to suffer.",1324,TRUE,4.1696,16.6499,2020-09-07,414,TRUE,7,3.5,5.5,3.5,7,5,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,2,3.5,0,0,14,3.5,7,3.5,3.5,3.5,7,3.5,"b.protein","a.generalPatterns","d.noChange",3,2,2,5,3,2,3,-5,3,1,2,5,3,2,5,3,-6,-6,5,3,-5,-5,"5f4183ee48465a339d3dc81d",12.25,0,0,0,7,0,49,24.5,12.25,24.5,24.5,19.25,35,12.25,12.25,19.25,73.5,92.75,26.5,103.25,-0.00617633362635618,-1.07558523388298,0.55559934822095,FALSE,1,TRUE,"c.Democrat",4.50306505206227,FALSE,12,0,"Documentary"
"590",590,2020-08-26,0,"a.Female",26,"c.2yr",1,0,0,0,0,0,0,0,0,"Independent",0.507973163593453,"Colorado",FALSE,"Most Americans get less than the recommended amount of exercise.",2135,TRUE,1.98838333333333,18.5735166666667,2020-09-11,319,TRUE,2,3.5,3.5,3.5,1,3.5,0,0,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3.5,5.5,2,5.5,5,2,5,"a.totalCal","a.generalPatterns","a.muchLess",3,4,4,1,1,2,3,-6,1,5,2,7,6,5,1,1,-7,-2,1,1,-7,-7,"5f41984f9610ad14fe094ecb",0,0,0,0,0,0,24.5,11,27.5,10,7,12.25,3.5,0,7,0,35.5,35.5,12.5,29.75,-1.23336631492466,0.600196510289374,-0.712642418810169,FALSE,1,FALSE,"b.Neutral",5.07973163593453,TRUE,16,0,"Control"
"591",591,2020-08-26,0,"a.Female",39,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.403619441114409,"New Jersey",FALSE,"Exercising for even 10 minutes a day can improve health.",1418,TRUE,0.0582833333333333,20.7305833333333,2020-09-07,451,TRUE,1,2,2,2,7,3.5,14,5,0,0,0,0,0,0,3.5,3.5,0,0,2,3.5,0,0,7,3.5,2,2,0,0,0,0,"j.dontKnow","","b.somewhatLess",5,3,3,4,2,1,2,-5,4,2,1,7,5,3,1,1,-7,-7,1,1,-7,-7,"5f41a8e9007ec91517623a7a",0,0,12.25,0,7,0,24.5,4,0,0,2,4,24.5,70,0,19.25,28.5,47.75,14.5,100.5,-0.41523966072579,-0.377342840477835,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",4.03619441114409,FALSE,12,0,"Control"
"592",592,2020-08-26,1,"a.Female",26,"c.2yr",1,0,0,0,0,0,0,0,0,"Republican",0.297909614950664,"Ohio",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1421,TRUE,0.427016666666667,21.0189166666667,2020-09-07,475,TRUE,5.5,3.5,3.5,3.5,2,3.5,3.5,3.5,3.5,2,5.5,3.5,0,0,2,2,0,0,0,0,0,0,3.5,2,2,2,0,0,2,3.5,"a.totalCal","a.generalPatterns","d.noChange",3,2,2,6,4,2,2,-5,6,2,2,2,3,3,4,4,-3,-2,6,6,-2,-6,"5f41af45b48a19374fe86f94",19.25,0,4,0,0,0,7,4,0,7,19.25,12.25,7,12.25,7,23.25,11,34.25,13,57.75,0.539241435839556,-1.21523371256401,1.82384111525207,FALSE,1,FALSE,"a.Republican",2.97909614950664,TRUE,12,0,"Documentary"
"593",593,2020-08-26,0,"a.Female",41,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.472213046019363,"Illinois",FALSE,"Most Americans get less than the recommended amount of exercise.",1413,TRUE,0.8081,20.6502666666667,2020-09-07,402,TRUE,2,3.5,2,3.5,3.5,5,7,3.5,1,2,2,3.5,0,0,2,3.5,1,3.5,0,0,0,0,5.5,2,2,2,3.5,3.5,5.5,3.5,"b.protein","a.generalPatterns","b.somewhatLess",4,5,5,1,2,2,1,-7,1,6,6,7,6,7,1,1,-7,-7,1,1,-7,-7,"5f41b8ebb3733c18a45980da",7,0,7,3.5,0,0,11,4,12.25,19.25,7,7,17.5,24.5,2,17.5,15,32.5,12.5,58,-1.50607519965761,1.57773586105658,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",4.72213046019363,TRUE,12,0,"Control"
"594",594,2020-08-26,0,"a.Female",27,"b.HS",1,1,0,0,0,0,0,0,0,"Other/I don't know",0.617144264192111,"Texas",FALSE,"Exercising for even 10 minutes a day can improve health.",1327,TRUE,0.26055,20.3235333333333,2020-09-07,932,TRUE,3.5,5,3.5,5,3.5,5,2,5,2,2,3.5,3.5,3.5,3.5,1,2,2,3.5,2,3.5,0,0,3.5,2,3.5,5,1,2,0,0,"a.totalCal","a.generalPatterns","d.noChange",5,3,4,4,2,2,2,-4,2,2,2,3,3,2,4,2,-7,-6,3,4,-4,-4,"5f41ff3b22717b3c81994807",12.25,12.25,2,7,7,0,7,17.5,2,0,17.5,17.5,17.5,10,4,40.5,24.5,65,19,66.5,-0.41523966072579,-1.21523371256401,0.360485230216162,FALSE,1,FALSE,"b.Neutral",6.17144264192111,FALSE,12,0,"Control"
"595",595,2020-08-26,1,"a.Female",27,"c.2yr",1,0,0,0,0,0,0,0,0,"Democrat",0.519655864497902,"New York",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1336,TRUE,0.609883333333333,20.1900333333333,2020-09-07,437,TRUE,2,3.5,5.5,3.5,3.5,3.5,2,3.5,2,3.5,3.5,5,0,0,0,0,0,0,1,5,0,0,14,3.5,2,3.5,1,3.5,0,0,"a.totalCal","a.generalPatterns","d.noChange",5,5,4,2,3,3,3,-6,4,4,4,6,6,5,4,2,-6,-6,3,2,-6,-6,"5f42ac74bac9f24a6091bd27",17.5,0,0,0,5,0,49,7,3.5,0,7,19.25,12.25,7,7,22.5,56,78.5,20.5,52.5,-0.278885218359312,0.600196510289374,-0.127300064795806,FALSE,1,FALSE,"c.Democrat",5.19655864497902,TRUE,12,0,"Documentary"
"596",596,2020-08-26,0,"a.Female",31,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.574116095424926,"Florida",FALSE,"Exercising for even 10 minutes a day can improve health.",1517,TRUE,0.22035,20.7257333333333,2020-09-07,306,TRUE,3.5,3.5,5.5,3.5,3.5,3.5,3.5,3.5,3.5,5,3.5,5,1,5,0,0,2,5,2,5,0,0,3.5,3.5,5.5,3.5,2,3.5,3.5,3.5,"g.meatAnimProd","a.generalPatterns","d.noChange",4,3,3,5,3,2,2,-4,2,2,2,6,4,4,4,1,-7,-7,2,1,-7,-7,"5f42d0bd427f574f58959a15",17.5,5,0,10,10,0,12.25,19.25,7,12.25,12.25,19.25,12.25,12.25,17.5,42.5,31.5,74,17.5,73.5,-0.142530775992834,-0.377342840477835,-0.810199477812563,FALSE,1,FALSE,"c.Democrat",5.74116095424926,TRUE,12,0,"Control"
"597",597,2020-08-26,0,"b.Male",45,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.809732189944025,"New York",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,It is important to teach children good habits in terms of exercise.",1859,TRUE,2.7791,23.01945,2020-09-07,900,TRUE,2,3.5,2,3.5,2,3.5,2,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,2,3.5,2,3.5,3.5,3.5,2,3.5,2,3.5,2,3.5,3.5,3.5,"d.vegetables","b.increase","b.somewhatLess",3,4,4,1,1,1,1,-1,1,7,6,7,7,7,2,1,-2,-1,2,1,-3,-1,"5f42d55f38c7fc50e5928a40",7,12.25,7,7,7,12.25,7,7,7,12.25,7,7,7,7,12.25,52.5,14,66.5,19,40.25,-0.960657430191702,1.85703281841864,1.04338464323292,FALSE,0,FALSE,"a.Republican",8.09732189944025,TRUE,12,0,"Control"
"598",598,2020-08-26,0,"b.Male",41,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.644635779935391,"New York",FALSE,"Most Americans get less than the recommended amount of exercise.",2526,TRUE,2.71933333333333,10.6331666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f42d795312fb4129181f648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"c.Democrat",6.44635779935391,TRUE,NA,8,"Control"
"599",599,2020-08-26,0,"b.Male",40,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.549233744142361,"North Carolina",FALSE,"Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,Exercising for even 10 minutes a day can improve health.",2444,TRUE,0.121366666666667,25.0770666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f42d7e4b529d91162898b6f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"c.Democrat",5.49233744142361,TRUE,NA,8,"Control"
"600",600,2020-08-26,1,"b.Male",45,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.633678386068258,"Hawaii",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",2884,TRUE,0.252433333333333,24.2695333333333,2020-09-07,1495,TRUE,1,2,1,3.5,2,2,2,3.5,1,2,2,2,1,2,2,2,0,0,1,2,0,0,3.5,2,2,3.5,1,3.5,3.5,3.5,"a.totalCal","a.generalPatterns","c.slightlyLess",4,5,5,5,2,3,2,-5,5,6,6,6,4,5,4,5,-6,-7,3,3,-6,-6,"5f42d8339c50d2127cebc664",4,2,4,0,2,0,7,7,3.5,12.25,2,3.5,4,7,2,12,14,26,11.5,18.5,0.130178108740122,0.879493467651434,0.165371112211375,FALSE,0,FALSE,"a.Republican",6.33678386068258,TRUE,12,0,"Documentary"
